county_name,county_num,dem_margin,dem_num,fips_code,rep_num,state,turnout,vap,year,state_electoral_votes
Henry County,20504,-0.2907,7176,18065,13137,IN,0.5557,36895,2004,11
Howard County,37021,-0.2895,12998,18067,23714,IN,0.5915,62585,2004,11
Huntington County,15627,-0.4953,3877,18069,11617,IN,0.546,28620,2004,11
Jackson County,16309,-0.3673,5092,18071,11083,IN,0.5399,30205,2004,11
Jasper County,11844,-0.3696,3678,18073,8056,IN,0.5072,23350,2004,11
Jay County,8232,-0.3264,2740,18075,5427,IN,0.5309,15505,2004,11
Jefferson County,12971,-0.204,5117,18077,7763,IN,0.5248,24715,2004,11
Jennings County,10517,-0.3162,3538,18079,6864,IN,0.5153,20410,2004,11
Johnson County,51255,-0.481,13109,18081,37765,IN,0.5158,99370,2004,11
Knox County,15746,-0.2757,5649,18083,9990,IN,0.5352,29420,2004,11
Kosciusko County,28360,-0.5698,5977,18085,22136,IN,0.5233,54190,2004,11
LaGrange County,9003,-0.434,2523,18087,6430,IN,0.3702,24320,2004,11
Lake County,188022,0.2278,114743,18089,71903,IN,0.54,348220,2004,11
LaPorte County,42606,0.0046,21114,18091,20916,IN,0.516,82565,2004,11
Lawrence County,17698,-0.3877,5346,18093,12207,IN,0.5083,34820,2004,11
Madison County,54855,-0.194,21882,18095,32526,IN,0.5493,99855,2004,11
Marion County,320838,0.0193,162249,18097,156072,IN,0.5217,614940,2004,11
Marshall County,17814,-0.3638,5593,18099,12074,IN,0.5458,32640,2004,11
Martin County,4996,-0.3787,1522,18101,3414,IN,0.6582,7590,2004,11
Miami County,13628,-0.4193,3886,18103,9600,IN,0.4894,27845,2004,11
Monroe County,50467,0.0819,26965,18105,22834,IN,0.4988,101185,2004,11
Montgomery County,14548,-0.5063,3536,18107,10901,IN,0.522,27870,2004,11
Morgan County,26029,-0.482,6650,18109,19197,IN,0.499,52160,2004,11
Newton County,5848,-0.295,2032,18111,3757,IN,0.5499,10635,2004,11
Noble County,15679,-0.3926,4703,18113,10859,IN,0.4782,32790,2004,11
Ohio County,2958,-0.2221,1139,18115,1796,IN,0.6473,4570,2004,11
Orange County,8652,-0.3234,2885,18117,5683,IN,0.593,14590,2004,11
Owen County,7604,-0.324,2536,18119,5000,IN,0.4468,17020,2004,11
Parke County,6971,-0.3139,2362,18121,4550,IN,0.5206,13390,2004,11
Perry County,8315,-0.0007,4131,18123,4137,IN,0.5601,14845,2004,11
Pike County,6212,-0.2136,2418,18125,3745,IN,0.6437,9650,2004,11
Porter County,64873,-0.0833,29388,18127,34794,IN,0.5448,119075,2004,11
Posey County,11986,-0.3127,4085,18129,7833,IN,0.6041,19840,2004,11
Pulaski County,5614,-0.3646,1750,18131,3797,IN,0.5464,10275,2004,11
Putnam County,13136,-0.3658,4103,18133,8908,IN,0.457,28745,2004,11
Randolph County,11092,-0.3029,3812,18135,7172,IN,0.5701,19455,2004,11
Ripley County,11834,-0.3983,3510,18137,8224,IN,0.5929,19960,2004,11
Rush County,7421,-0.4532,2000,18139,5363,IN,0.5708,13000,2004,11
Saint Joseph County,108619,-0.0241,52637,18141,55254,IN,0.5668,191635,2004,11
Scott County,8677,-0.1119,3822,18143,4793,IN,0.4862,17845,2004,11
Shelby County,16027,-0.4292,4519,18145,11397,IN,0.4939,32450,2004,11
Spencer County,9924,-0.2029,3920,18147,5934,IN,0.6527,15205,2004,11
Starke County,8937,-0.0961,3987,18149,4846,IN,0.5111,17485,2004,11
Steuben County,12905,-0.3168,4345,18151,8433,IN,0.5143,25090,2004,11
Sullivan County,8394,-0.1975,3341,18153,4999,IN,0.5049,16625,2004,11
Switzerland County,3671,-0.1858,1479,18155,2161,IN,0.5018,7315,2004,11
Tippecanoe County,52360,-0.1925,20818,18157,30897,IN,0.4423,118385,2004,11
Tipton County,7892,-0.434,2203,18159,5628,IN,0.6536,12075,2004,11
Union County,3344,-0.3651,1045,18161,2266,IN,0.6309,5300,2004,11
Vanderburgh County,70654,-0.1797,28767,18163,41463,IN,0.5294,133450,2004,11
Vermillion County,7017,-0.016,3424,18165,3536,IN,0.5607,12515,2004,11
Vigo County,39744,-0.0645,18426,18167,20988,IN,0.4904,81050,2004,11
Wabash County,13602,-0.4181,3920,18169,9607,IN,0.5348,25435,2004,11
Warren County,3960,-0.3053,1356,18171,2565,IN,0.6102,6490,2004,11
Warrick County,26025,-0.3055,8980,18173,16930,IN,0.6188,42060,2004,11
Washington County,10880,-0.279,3879,18175,6915,IN,0.5251,20720,2004,11
Wayne County,27657,-0.2101,10775,18177,16586,IN,0.534,51790,2004,11
Wells County,12354,-0.4902,3112,18179,9168,IN,0.5968,20700,2004,11
White County,10366,-0.3566,3277,18181,6974,IN,0.6098,17000,2004,11
Whitley County,13481,-0.4178,3880,18183,9512,IN,0.557,24205,2004,11
Adams County,13513,-0.2572,4928,18001,8404,IN,0.5753,23490,2008,11
Allen County,150324,-0.0434,71263,18003,77793,IN,0.6131,245195,2008,11
Bartholomew County,31043,-0.1127,13567,18005,17067,IN,0.5916,52470,2008,11
Benton County,3814,-0.1626,1563,18007,2183,IN,0.603,6325,2008,11
Blackford County,5441,-0.0024,2677,18009,2690,IN,0.5384,10105,2008,11
Boone County,26647,-0.2578,9752,18011,16622,IN,0.6942,38385,2008,11
Brown County,8055,-0.0256,3854,18013,4060,IN,0.6888,11695,2008,11
Carroll County,8736,-0.1284,3736,18015,4858,IN,0.5925,14745,2008,11
Cass County,15653,-0.0853,7011,18017,8346,IN,0.5718,27375,2008,11
Clark County,47725,-0.0707,21953,18019,25326,IN,0.6054,78835,2008,11
Clay County,11395,-0.1152,4954,18021,6267,IN,0.5692,20020,2008,11
Clinton County,12392,-0.1301,5307,18023,6919,IN,0.5322,23285,2008,11
Crawford County,4744,-0.0226,2286,18025,2393,IN,0.5719,8295,2008,11
Daviess County,10586,-0.3522,3370,18027,7098,IN,0.5003,21160,2008,11
Dearborn County,22217,-0.3494,7123,18029,14886,IN,0.6055,36695,2008,11
Decatur County,10488,-0.2438,3892,18031,6449,IN,0.5769,18180,2008,11
DeKalb County,17149,-0.1519,7175,18033,9780,IN,0.5679,30195,2008,11
Delaware County,49863,0.1498,28384,18035,20916,IN,0.5493,90775,2008,11
Dubois County,18565,-0.0419,8748,18037,9526,IN,0.6251,29700,2008,11
Elkhart County,71458,-0.1119,31398,18039,39396,IN,0.5534,129135,2008,11
Fayette County,9462,-0.0558,4389,18041,4917,IN,0.5145,18390,2008,11
Floyd County,36527,-0.1011,16263,18043,19957,IN,0.6692,54585,2008,11
Fountain County,7410,-0.1436,3094,18045,4158,IN,0.5814,12745,2008,11
Franklin County,10610,-0.3406,3404,18047,7018,IN,0.6286,16880,2008,11
Fulton County,9006,-0.1604,3702,18049,5147,IN,0.5988,15040,2008,11
Gibson County,15095,-0.1321,6455,18051,8449,IN,0.6095,24765,2008,11
Grant County,26299,-0.1308,11293,18053,14734,IN,0.4918,53480,2008,11
Greene County,13629,-0.1454,5709,18055,7691,IN,0.5473,24900,2008,11
Hamilton County,129064,-0.2223,49704,18057,78401,IN,0.7309,176580,2008,11
Hancock County,34253,-0.2959,11874,18059,22008,IN,0.7121,48100,2008,11
Harrison County,18091,-0.1804,7288,18061,10551,IN,0.6437,28105,2008,11
Hendricks County,64955,-0.2337,24548,18063,39728,IN,0.6738,96405,2008,11
Henry County,21319,-0.0393,10059,18065,10896,IN,0.5778,36895,2008,11
Howard County,38624,-0.0615,17871,18067,20248,IN,0.6171,62585,2008,11
Huntington County,16328,-0.2724,5843,18069,10291,IN,0.5705,28620,2008,11
Jackson County,17374,-0.1365,7354,18071,9726,IN,0.5752,30205,2008,11
Jasper County,12875,-0.2039,5044,18073,7669,IN,0.5514,23350,2008,11
Jay County,8315,-0.0785,3748,18075,4401,IN,0.5363,15505,2008,11
Jefferson County,13490,-0.0592,6255,18077,7053,IN,0.5458,24715,2008,11
Jennings County,11839,-0.0802,5312,18079,6261,IN,0.5801,20410,2008,11
Johnson County,58644,-0.2547,21553,18081,36487,IN,0.5902,99370,2008,11
Knox County,16424,-0.0651,7569,18083,8639,IN,0.5583,29420,2008,11
Kosciusko County,30134,-0.3734,9236,18085,20488,IN,0.5561,54190,2008,11
LaGrange County,9491,-0.2148,3663,18087,5702,IN,0.3903,24320,2008,11
Lake County,208757,0.3428,139301,18089,67742,IN,0.5995,348220,2008,11
Lawrence County,18534,-0.2056,7208,18093,11018,IN,0.5323,34820,2008,11
Madison County,57340,0.0654,30152,18095,26403,IN,0.5742,99855,2008,11
Marion County,379362,0.2838,241987,18097,134313,IN,0.6169,614940,2008,11
Marshall County,18550,-0.1357,7889,18099,10406,IN,0.5683,32640,2008,11
Martin County,4903,-0.2888,1706,18101,3122,IN,0.646,7590,2008,11
Miami County,14113,-0.1947,5564,18103,8312,IN,0.5068,27845,2008,11
Monroe County,63215,0.3216,41450,18105,21118,IN,0.6247,101185,2008,11
Montgomery County,15285,-0.1993,6013,18107,9060,IN,0.5484,27870,2008,11
Morgan County,28811,-0.2707,10330,18109,18129,IN,0.5524,52160,2008,11
Newton County,6045,-0.1118,2625,18111,3301,IN,0.5684,10635,2008,11
Noble County,16974,-0.1537,7064,18113,9673,IN,0.5177,32790,2008,11
Ohio County,2918,-0.1902,1158,18115,1713,IN,0.6385,4570,2008,11
Orange County,8086,-0.1417,3390,18117,4536,IN,0.5542,14590,2008,11
Owen County,8170,-0.1034,3570,18119,4415,IN,0.48,17020,2008,11
Parke County,6964,-0.1414,2924,18121,3909,IN,0.5201,13390,2008,11
Perry County,8490,0.2284,5141,18123,3202,IN,0.5719,14845,2008,11
Pike County,6028,-0.0864,2700,18125,3221,IN,0.6247,9650,2008,11
Porter County,73916,0.072,39178,18127,33857,IN,0.6208,119075,2008,11
Posey County,12771,-0.0764,5828,18129,6804,IN,0.6437,19840,2008,11
Pulaski County,5964,-0.1546,2466,18131,3388,IN,0.5804,10275,2008,11
Putnam County,14646,-0.1196,6334,18133,8086,IN,0.5095,28745,2008,11
Randolph County,10808,-0.0878,4839,18135,5788,IN,0.5555,19455,2008,11
Ripley County,12188,-0.2959,4187,18137,7794,IN,0.6106,19960,2008,11
Rush County,7629,-0.1366,3229,18139,4271,IN,0.5868,13000,2008,11
Saint Joseph County,118389,0.1706,68710,18141,48510,IN,0.6178,191635,2008,11
Scott County,8877,-0.0196,4271,18143,4445,IN,0.4975,17845,2008,11
Shelby County,17574,-0.1904,6987,18145,10333,IN,0.5416,32450,2008,11
Spencer County,10181,0.0037,5039,18147,5001,IN,0.6696,15205,2008,11
Starke County,9466,0.0322,4778,18149,4473,IN,0.5414,17485,2008,11
Steuben County,14146,-0.0983,6284,18151,7674,IN,0.5638,25090,2008,11
Sullivan County,8782,-0.0067,4284,18153,4343,IN,0.5282,16625,2008,11
Switzerland County,3640,-0.083,1638,18155,1940,IN,0.4976,7315,2008,11
Tippecanoe County,68436,0.1163,37781,18157,29822,IN,0.5781,118385,2008,11
Tipton County,7827,-0.1536,3250,18159,4452,IN,0.6482,12075,2008,11
Union County,3348,-0.25,1224,18161,2061,IN,0.6317,5300,2008,11
Vanderburgh County,77656,0.0246,39423,18163,37512,IN,0.5819,133450,2008,11
Vermillion County,7135,0.1392,4003,18165,3010,IN,0.5701,12515,2008,11
Vigo County,43706,0.1583,25040,18167,18121,IN,0.5392,81050,2008,11
Wabash County,13871,-0.2006,5456,18169,8238,IN,0.5454,25435,2008,11
Warren County,3998,-0.1028,1755,18171,2166,IN,0.616,6490,2008,11
Warrick County,28665,-0.1285,12329,18173,16013,IN,0.6815,42060,2008,11
Washington County,11305,-0.1731,4562,18175,6519,IN,0.5456,20720,2008,11
Wayne County,28562,-0.0385,13459,18177,14558,IN,0.5515,51790,2008,11
Wells County,13073,-0.3137,4403,18179,8504,IN,0.6315,20700,2008,11
White County,10767,-0.0828,4839,18181,5731,IN,0.6334,17000,2008,11
Whitley County,15188,-0.2148,5862,18183,9124,IN,0.6275,24205,2008,11
Adair County,4278,-0.1304,1844,19001,2402,IA,0.7319,5845,2004,7
Adams County,2325,-0.1462,977,19003,1317,IA,0.7132,3260,2004,7
Allamakee County,7062,-0.0115,3449,19005,3530,IA,0.6951,10160,2004,7
Appanoose County,6450,-0.0429,3063,19007,3340,IA,0.645,10000,2004,7
Audubon County,3592,-0.0974,1608,19009,1958,IA,0.7618,4715,2004,7
Benton County,13501,0.0066,6747,19011,6658,IA,0.686,19680,2004,7
Black Hawk County,63907,0.1149,35392,19013,28046,IA,0.6599,96850,2004,7
Boone County,14009,0.0112,7027,19015,6870,IA,0.6989,20045,2004,7
Bremer County,12779,-0.0501,6025,19017,6665,IA,0.7119,17950,2004,7
Buchanan County,10475,0.0774,5608,19019,4797,IA,0.6901,15180,2004,7
Buena Vista County,8490,-0.161,3520,19021,4887,IA,0.6612,12840,2004,7
Butler County,7475,-0.1894,3001,19023,4417,IA,0.6668,11210,2004,7
Calhoun County,5542,-0.1826,2243,19025,3255,IA,0.7011,7905,2004,7
Carroll County,10524,-0.102,4689,19027,5762,IA,0.675,15590,2004,7
Cass County,7543,-0.2807,2679,19029,4796,IA,0.705,10700,2004,7
Cedar County,9694,-0.0126,4747,19031,4869,IA,0.7066,13720,2004,7
Cerro Gordo County,24516,0.0984,13372,19033,10960,IA,0.7213,33990,2004,7
Cherokee County,6796,-0.1133,2988,19035,3758,IA,0.7543,9010,2004,7
Chickasaw County,6806,0.0981,3708,19037,3040,IA,0.75,9075,2004,7
Clarke County,4566,0.0269,2323,19039,2200,IA,0.7019,6505,2004,7
Clay County,8588,-0.1573,3547,19041,4898,IA,0.6832,12570,2004,7
Clayton County,9168,0.0462,4736,19043,4312,IA,0.6862,13360,2004,7
Clinton County,24684,0.1275,13813,19045,10666,IA,0.6661,37055,2004,7
Crawford County,7242,-0.1015,3220,19047,3955,IA,0.6587,10995,2004,7
Dallas County,26293,-0.1622,10917,19049,15183,IA,0.6707,39205,2004,7
Davis County,3918,-0.1064,1731,19051,2148,IA,0.6319,6200,2004,7
Decatur County,4011,-0.0571,1859,19053,2088,IA,0.6377,6290,2004,7
Delaware County,9200,-0.074,4227,19055,4908,IA,0.7099,12960,2004,7
Des Moines County,20874,0.2029,12456,19057,8221,IA,0.6754,30905,2004,7
Dickinson County,9553,-0.1253,4140,19059,5337,IA,0.7116,13425,2004,7
Dubuque County,47043,0.1373,26561,19061,20100,IA,0.6815,69025,2004,7
Emmet County,5156,-0.0566,2405,19063,2697,IA,0.6649,7755,2004,7
Fayette County,10392,0.0055,5185,19065,5128,IA,0.6638,15655,2004,7
Floyd County,8167,0.074,4349,19067,3745,IA,0.6747,12105,2004,7
Franklin County,5521,-0.1427,2340,19069,3128,IA,0.7352,7510,2004,7
Fremont County,3911,-0.2178,1510,19071,2362,IA,0.6861,5700,2004,7
Greene County,5113,-0.0311,2459,19073,2618,IA,0.7062,7240,2004,7
Grundy County,6849,-0.2983,2386,19075,4429,IA,0.7309,9370,2004,7
Guthrie County,5994,-0.1186,2614,19077,3325,IA,0.7166,8365,2004,7
Hamilton County,8335,-0.0566,3895,19079,4367,IA,0.7158,11645,2004,7
Hancock County,5905,-0.1497,2484,19081,3368,IA,0.6927,8525,2004,7
Hardin County,8949,-0.0961,4015,19083,4875,IA,0.6769,13220,2004,7
Harrison County,7680,-0.231,2906,19085,4680,IA,0.6598,11640,2004,7
Henry County,9457,-0.1156,4127,19087,5220,IA,0.6328,14945,2004,7
Howard County,4697,0.1248,2614,19089,2028,IA,0.6551,7170,2004,7
Humboldt County,5350,-0.1899,2146,19091,3162,IA,0.7334,7295,2004,7
Ida County,3774,-0.2456,1415,19093,2342,IA,0.7015,5380,2004,7
Iowa County,8454,-0.0832,3841,19095,4544,IA,0.7134,11850,2004,7
Jackson County,10011,0.1412,5656,19097,4242,IA,0.6591,15190,2004,7
Jasper County,20062,0.0483,10430,19099,9462,IA,0.7147,28070,2004,7
Jefferson County,8281,0.1017,4490,19101,3648,IA,0.7195,11510,2004,7
Johnson County,65373,0.2927,41847,19103,22715,IA,0.6732,97105,2004,7
Jones County,9978,0.022,5054,19105,4834,IA,0.6315,15800,2004,7
Keokuk County,5480,-0.1505,2294,19107,3119,IA,0.6736,8135,2004,7
Kossuth County,9258,-0.0983,4132,19109,5042,IA,0.7786,11890,2004,7
Lee County,17858,0.1501,10152,19111,7472,IA,0.6491,27510,2004,7
Linn County,110740,0.0993,60442,19113,49442,IA,0.728,152110,2004,7
Louisa County,4916,-0.0559,2297,19115,2572,IA,0.6122,8030,2004,7
Lucas County,4571,-0.1216,1987,19117,2543,IA,0.6488,7045,2004,7
Lyon County,6101,-0.5652,1303,19119,4751,IA,0.7409,8235,2004,7
Madison County,8004,-0.1447,3380,19121,4538,IA,0.7121,11240,2004,7
Mahaska County,10728,-0.286,3790,19123,6858,IA,0.6457,16615,2004,7
Marion County,16696,-0.2046,6574,19125,9990,IA,0.682,24480,2004,7
Marshall County,19164,-0.0059,9443,19127,9557,IA,0.7077,27080,2004,7
Mills County,6940,-0.3239,2308,19129,4556,IA,0.6196,11200,2004,7
Mitchell County,5480,0.0254,2785,19131,2646,IA,0.6816,8040,2004,7
Monona County,5018,-0.0355,2397,19133,2575,IA,0.7088,7080,2004,7
Monroe County,3963,-0.0535,1855,19135,2067,IA,0.6874,5765,2004,7
Montgomery County,5556,-0.3063,1899,19137,3601,IA,0.6751,8230,2004,7
Muscatine County,18717,0.0279,9542,19139,9020,IA,0.6329,29575,2004,7
O'Brien County,7731,-0.3878,2330,19141,5328,IA,0.7246,10670,2004,7
Osceola County,3266,-0.4167,934,19143,2295,IA,0.6769,4825,2004,7
Page County,7513,-0.4036,2211,19145,5243,IA,0.6113,12290,2004,7
Palo Alto County,5191,-0.037,2482,19147,2674,IA,0.7077,7335,2004,7
Plymouth County,12222,-0.289,4278,19149,7810,IA,0.6857,17825,2004,7
Pocahontas County,4313,-0.1435,1822,19151,2441,IA,0.7261,5940,2004,7
Polk County,202618,0.0463,105218,19153,95828,IA,0.6887,294190,2004,7
Pottawattamie County,41820,-0.183,16906,19155,24558,IA,0.6285,66540,2004,7
Poweshiek County,10091,0.0077,5043,19157,4965,IA,0.6983,14450,2004,7
Ringgold County,2778,-0.0648,1286,19159,1466,IA,0.7096,3915,2004,7
Sac County,5374,-0.1699,2215,19161,3128,IA,0.6755,7955,2004,7
Scott County,82712,0.026,42112,19163,39958,IA,0.6947,119060,2004,7
Shelby County,6670,-0.285,2355,19165,4256,IA,0.713,9355,2004,7
Sioux County,16570,-0.7224,2259,19167,14229,IA,0.7261,22820,2004,7
Story County,44652,0.0555,23296,19169,20819,IA,0.6797,65690,2004,7
Tama County,9001,0.0034,4487,19171,4456,IA,0.7099,12680,2004,7
Taylor County,3190,-0.2056,1252,19173,1908,IA,0.6571,4855,2004,7
Union County,5978,-0.0699,2747,19175,3165,IA,0.6394,9350,2004,7
Van Buren County,3836,-0.1676,1568,19177,2211,IA,0.6524,5880,2004,7
Wapello County,16707,0.1031,9125,19179,7403,IA,0.6312,26470,2004,7
Warren County,23053,-0.062,10730,19181,12160,IA,0.7014,32865,2004,7
Washington County,10688,-0.1293,4595,19183,5977,IA,0.694,15400,2004,7
Wayne County,3133,-0.113,1379,19185,1733,IA,0.6466,4845,2004,7
Webster County,18631,0.0323,9561,19187,8959,IA,0.6384,29185,2004,7
Winnebago County,5952,-0.0786,2707,19189,3175,IA,0.7171,8300,2004,7
Winneshiek County,10784,0.0028,5354,19191,5324,IA,0.6602,16335,2004,7
Woodbury County,44195,-0.0225,21455,19193,22451,IA,0.6268,70510,2004,7
Worth County,4123,0.1191,2286,19195,1795,IA,0.7012,5880,2004,7
Wright County,6603,-0.1062,2930,19197,3631,IA,0.68,9710,2004,7
Adair County,4053,-0.0336,1924,19001,2060,IA,0.6934,5845,2008,7
Adams County,2206,0.0326,1118,19003,1046,IA,0.6767,3260,2008,7
Allamakee County,7059,0.1425,3971,19005,2965,IA,0.6948,10160,2008,7
Appanoose County,6176,-0.0188,2970,19007,3086,IA,0.6176,10000,2008,7
Audubon County,3435,0.0306,1739,19009,1634,IA,0.7285,4715,2008,7
Benton County,13712,0.0446,7058,19011,6447,IA,0.6967,19680,2008,7
Black Hawk County,64775,0.2242,39184,19013,24662,IA,0.6688,96850,2008,7
Boone County,13929,0.0763,7356,19015,6293,IA,0.6949,20045,2008,7
Bremer County,12871,0.0932,6940,19017,5741,IA,0.717,17950,2008,7
Buchanan County,10338,0.1849,6050,19019,4139,IA,0.681,15180,2008,7
Buena Vista County,8418,-0.0176,4075,19021,4223,IA,0.6556,12840,2008,7
Butler County,7166,-0.0469,3364,19023,3700,IA,0.6393,11210,2008,7
Calhoun County,5195,-0.077,2341,19025,2741,IA,0.6572,7905,2008,7
Carroll County,10387,0.0366,5302,19027,4922,IA,0.6663,15590,2008,7
Cass County,7350,-0.1082,3211,19029,4006,IA,0.6869,10700,2008,7
Cedar County,9665,0.0964,5221,19031,4289,IA,0.7044,13720,2008,7
Cerro Gordo County,24140,0.2084,14405,19033,9375,IA,0.7102,33990,2008,7
Cherokee County,6365,-0.0757,2890,19035,3372,IA,0.7064,9010,2008,7
Chickasaw County,6583,0.2075,3923,19037,2557,IA,0.7254,9075,2008,7
Clarke County,4443,0.0225,2218,19039,2118,IA,0.683,6505,2008,7
Clay County,8398,-0.0512,3925,19041,4355,IA,0.6681,12570,2008,7
Clayton County,8989,0.1718,5195,19043,3651,IA,0.6728,13360,2008,7
Clinton County,24719,0.2303,15018,19045,9324,IA,0.6671,37055,2008,7
Crawford County,7191,0.0515,3715,19047,3345,IA,0.654,10995,2008,7
Dallas County,32640,-0.0553,15149,19049,16954,IA,0.8325,39205,2008,7
Davis County,3815,-0.0915,1680,19051,2029,IA,0.6153,6200,2008,7
Decatur County,4102,-0.0083,1986,19053,2020,IA,0.6521,6290,2008,7
Delaware County,8901,0.0602,4649,19055,4113,IA,0.6868,12960,2008,7
Des Moines County,20570,0.2305,12462,19057,7721,IA,0.6656,30905,2008,7
Dickinson County,9906,-0.0542,4625,19059,5162,IA,0.7379,13425,2008,7
Dubuque County,47953,0.2077,28611,19061,18651,IA,0.6947,69025,2008,7
Emmet County,5015,0.0393,2570,19063,2373,IA,0.6467,7755,2008,7
Fayette County,10259,0.166,5908,19065,4205,IA,0.6553,15655,2008,7
Floyd County,8091,0.2189,4822,19067,3051,IA,0.6684,12105,2008,7
Franklin County,5148,0.0144,2575,19069,2501,IA,0.6855,7510,2008,7
Fremont County,3894,-0.0362,1848,19071,1989,IA,0.6832,5700,2008,7
Greene County,4804,0.0046,2371,19073,2349,IA,0.6635,7240,2008,7
Grundy County,6828,-0.1692,2790,19075,3945,IA,0.7287,9370,2008,7
Guthrie County,5847,-0.0768,2625,19077,3074,IA,0.699,8365,2008,7
Hamilton County,8078,0.013,4018,19079,3913,IA,0.6937,11645,2008,7
Hancock County,5930,-0.0356,2805,19081,3016,IA,0.6956,8525,2008,7
Hardin County,8859,0.0088,4393,19083,4315,IA,0.6701,13220,2008,7
Harrison County,7578,-0.0467,3555,19085,3909,IA,0.651,11640,2008,7
Henry County,9377,-0.0504,4349,19087,4822,IA,0.6274,14945,2008,7
Howard County,4728,0.2578,2941,19089,1722,IA,0.6594,7170,2008,7
Humboldt County,5122,-0.1435,2160,19091,2895,IA,0.7021,7295,2008,7
Ida County,3547,-0.1641,1454,19093,2036,IA,0.6593,5380,2008,7
Iowa County,8546,0.0016,4202,19095,4188,IA,0.7212,11850,2008,7
Jackson County,9955,0.244,6102,19097,3673,IA,0.6554,15190,2008,7
Jasper County,19421,0.075,10250,19099,8794,IA,0.6919,28070,2008,7
Jefferson County,8631,0.2023,5070,19101,3324,IA,0.7499,11510,2008,7
Johnson County,72975,0.4151,51027,19103,20732,IA,0.7515,97105,2008,7
Jones County,10004,0.1041,5446,19105,4405,IA,0.6332,15800,2008,7
Keokuk County,5361,-0.0362,2518,19107,2712,IA,0.659,8135,2008,7
Kossuth County,9097,0.0325,4625,19109,4329,IA,0.7651,11890,2008,7
Lee County,17224,0.1602,9821,19111,7062,IA,0.6261,27510,2008,7
Linn County,113355,0.2154,68037,19113,43626,IA,0.7452,152110,2008,7
Louisa County,4920,0.0425,2523,19115,2314,IA,0.6127,8030,2008,7
Lucas County,4471,-0.0673,2029,19117,2330,IA,0.6346,7045,2008,7
Lyon County,6217,-0.4497,1675,19119,4471,IA,0.7549,8235,2008,7
Madison County,8480,-0.0998,3733,19121,4579,IA,0.7544,11240,2008,7
Mahaska County,10932,-0.1653,4464,19123,6271,IA,0.658,16615,2008,7
Marion County,17030,-0.1078,7421,19125,9256,IA,0.6957,24480,2008,7
Marshall County,18657,0.0935,10023,19127,8278,IA,0.689,27080,2008,7
Mills County,7282,-0.1658,2976,19129,4183,IA,0.6502,11200,2008,7
Mitchell County,5766,0.1231,3179,19131,2469,IA,0.7172,8040,2008,7
Monona County,4796,-0.0242,2295,19133,2411,IA,0.6774,7080,2008,7
Monroe County,3873,-0.0522,1798,19135,2000,IA,0.6718,5765,2008,7
Montgomery County,5287,-0.1061,2326,19137,2887,IA,0.6424,8230,2008,7
Muscatine County,19119,0.1564,10920,19139,7929,IA,0.6465,29575,2008,7
O'Brien County,7333,-0.3486,2338,19141,4894,IA,0.6873,10670,2008,7
Osceola County,3127,-0.3166,1037,19143,2027,IA,0.6481,4825,2008,7
Page County,7356,-0.1973,2900,19145,4351,IA,0.5985,12290,2008,7
Palo Alto County,4806,0.0279,2428,19147,2294,IA,0.6552,7335,2008,7
Plymouth County,12512,-0.2506,4629,19149,7765,IA,0.7019,17825,2008,7
Pocahontas County,4011,-0.0843,1800,19151,2138,IA,0.6753,5940,2008,7
Polk County,214386,0.1461,120984,19153,89668,IA,0.7287,294190,2008,7
Pottawattamie County,42320,-0.0189,20436,19155,21237,IA,0.636,66540,2008,7
Poweshiek County,10031,0.1175,5519,19157,4340,IA,0.6942,14450,2008,7
Ringgold County,2689,-0.0614,1236,19159,1401,IA,0.6868,3915,2008,7
Sac County,5053,-0.0889,2256,19161,2705,IA,0.6352,7955,2008,7
Scott County,86371,0.1454,48927,19163,36365,IA,0.7254,119060,2008,7
Shelby County,6453,-0.0969,2863,19165,3488,IA,0.6898,9355,2008,7
Sioux County,16664,-0.6277,3030,19167,13490,IA,0.7302,22820,2008,7
Story County,46575,0.1622,26548,19169,18995,IA,0.709,65690,2008,7
Tama County,8850,0.1219,4899,19171,3820,IA,0.6979,12680,2008,7
Taylor County,3026,-0.0859,1347,19173,1607,IA,0.6233,4855,2008,7
Union County,5909,0.0371,3000,19175,2781,IA,0.632,9350,2008,7
Van Buren County,3608,-0.122,1546,19177,1986,IA,0.6136,5880,2008,7
Wapello County,15931,0.1354,8820,19179,6663,IA,0.6019,26470,2008,7
Warren County,24880,0.0062,12299,19181,12144,IA,0.757,32865,2008,7
Washington County,10626,-0.0072,5170,19183,5247,IA,0.69,15400,2008,7
Wayne County,2980,-0.0698,1357,19185,1565,IA,0.6151,4845,2008,7
Webster County,18554,0.0852,9917,19187,8337,IA,0.6357,29185,2008,7
Winnebago County,6082,0.0862,3254,19189,2730,IA,0.7328,8300,2008,7
Winneshiek County,11280,0.2266,6829,19191,4273,IA,0.6905,16335,2008,7
Woodbury County,44801,-0.0053,21983,19193,22219,IA,0.6354,70510,2008,7
Worth County,4257,0.2243,2567,19195,1612,IA,0.724,5880,2008,7
Wright County,6395,-0.015,3102,19197,3198,IA,0.6586,9710,2008,7
Allen County,5873,-0.3312,1922,20001,3867,KS,0.5663,10370,2004,6
Anderson County,3863,-0.3119,1295,20003,2500,KS,0.6603,5850,2004,6
Atchison County,7118,-0.1068,3120,20005,3880,KS,0.5754,12370,2004,6
Barber County,2403,-0.4969,588,20007,1782,KS,0.6468,3715,2004,6
